clientbankpartner_pin,partnerrolestart_date,day_0,day_1,day_2,day_3,day_4,day_5,day_6,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,partnerrolestart_date_year,partnerrolestart_date_month,partnerrolestart_date_day,partnerrolestart_date_dayofweek,clients_count,days_after_partnership,active_months,last_active_month_ago,avg_clients_monthly,median_clients_monthly,std_clients_monthly,var_clients_monthly,max_clients_monthly,max_zero_month,is_any_1_month,is_any_2_month,is_any_3_month,last_month_to_avg,last_month_to_all,avg_clients_count_per_ccode,0_oh,1_oh,2_oh,3_oh,4_oh,5_oh,2-1,3-2,4-3,5-4,6-5,7-6,8-7,9-8,10-9,11-10,12-11,13-12,14-13,15-14,16-15,17-16,18-17,max_diff,min_diff,avg_weekdays,median_weekdays,std_weekdays,var_weekdays,weekday2weekends,weekday2all,weekends2all,active_in_weekends,target
706,2019-04-01,4.0,6.0,3.0,6.0,2.0,6.0,3.0,0,3,3,2,0,1,0,2,1,3,2,2,2,3,1,1,1,3,2019,4,1,0,30,488,15,1,1.6875,2.0,0.982264602843857,0.96484375,3,1,1,1,1,1.7777777777777777,0.1,9.216780238500851,0,0,0,0,0,1,3,0,-1,-2,1,-1,2,-1,2,-1,0,0,1,-2,0,0,2,3,-2,4.285714285714286,4.0,1.5779087167410373,2.489795918367347,2.3333333333333335,0.7,0.3,1,0
130027,2019-04-01,3.0,6.0,2.0,9.0,4.0,3.0,2.0,0,1,6,0,4,4,3,2,3,2,0,1,0,0,0,1,1,1,2019,4,1,0,29,488,12,1,1.75,1.0,1.75,3.0625,6,3,1,1,1,0.5714285714285714,0.034482758620689655,13.197445334487984,0,0,0,0,1,0,1,5,-6,4,0,-1,-1,1,-1,-2,1,-1,0,0,1,0,0,5,-6,4.142857142857143,3.0,2.356060357495806,5.551020408163266,4.8,0.8275862068965517,0.1724137931034483,1,0
174399,2019-09-01,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,1,1,2,0,1,0,3,0,0,0,1,2019,9,1,6,9,335,6,1,0.8,0.5,0.9797958971132713,0.9600000000000002,3,3,1,0,0,1.25,0.1111111111111111,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,-2,1,-1,3,-3,0,0,1,3,-3,1.2857142857142858,1.0,0.880630571852711,0.7755102040816327,3.5,0.7777777777777778,0.2222222222222222,1,1
169939,2019-08-01,1.0,5.0,0.0,0.0,2.0,2.0,3.0,0,0,0,0,0,0,0,6,3,1,0,0,0,0,0,1,1,1,2019,8,1,3,13,366,6,1,1.2,0.5,1.8330302779823362,3.3600000000000003,6,5,1,1,1,0.8333333333333334,0.07692307692307693,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,6,-3,-2,-1,0,0,0,0,1,0,0,6,-3,1.8571428571428572,2.0,1.6413036132965795,2.693877551020408,1.6,0.6153846153846154,0.38461538461538464,1,0
26854,2020-08-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,8,1,5,1,0,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,0
318833,2020-06-01,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2020,6,1,0,3,61,2,1,0.5,0.5,0.5,0.25,1,1,1,0,1,4.0,0.6666666666666666,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,2,2,-1,0.42857142857142855,0.0,0.49487165930539345,0.24489795918367344,0.0,1.0,0.0,0,1
220781,2019-12-01,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,2019,12,1,6,7,244,5,1,1.0,1.0,0.816496580927726,0.6666666666666666,2,1,1,0,1,1.0,0.14285714285714285,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,-2,2,-1,-1,1,2,-2,1.0,1.0,0.7559289460184544,0.5714285714285714,6.0,0.8571428571428571,0.14285714285714285,1,0
244385,2020-06-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2020,6,1,0,2,61,2,1,1.0,1.0,0.0,0.0,1,0,1,1,0,1.0,0.5,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306123,1.0,0.5,0.5,1,1
154621,2019-07-01,2.0,4.0,2.0,9.0,0.0,4.0,2.0,0,0,0,0,0,0,2,0,2,1,3,2,1,4,1,1,5,1,2019,7,1,0,23,397,11,1,2.0,2.0,1.4142135623730951,2.0,5,1,1,1,1,0.5,0.043478260869565216,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,2,-2,2,-1,2,-1,-1,3,-3,0,4,-4,4,-4,3.2857142857142856,2.0,2.657296462534039,7.061224489795918,2.8333333333333335,0.7391304347826086,0.2608695652173913,1,0
4853,2020-08-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,8,1,5,1,0,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,0
121847,2019-01-01,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2019,1,1,1,4,578,4,1,0.1875,0.0,0.3903123748998999,0.15234375,1,8,1,0,0,5.333333333333333,0.25,13.197445334487984,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0,1,1,-1,0.5714285714285714,0.0,0.7284313590846835,0.5306122448979591,1.0,0.5,0.5,1,0
6386,2019-05-01,1.0,2.0,1.0,2.0,2.0,3.0,2.0,0,0,0,1,3,4,0,0,0,0,0,0,1,1,1,1,0,1,2019,5,1,2,13,458,8,1,0.8571428571428571,0.5,1.1866605518454392,1.408163265306122,4,6,1,0,1,1.1666666666666667,0.07692307692307693,22.39424141749723,0,1,0,0,0,0,0,0,1,2,1,-4,0,0,0,0,0,1,0,0,0,-1,1,2,-4,1.8571428571428572,2.0,0.6388765649999399,0.40816326530612246,1.6,0.6153846153846154,0.38461538461538464,1,0
219024,2019-12-01,6.0,20.0,3.0,9.0,4.0,10.0,6.0,0,0,0,0,0,0,0,0,0,7,7,14,10,5,5,4,5,1,2019,12,1,6,58,244,9,1,7.125,6.0,3.1399641717701177,9.859375,14,0,1,1,1,0.14035087719298245,0.017241379310344827,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,7,-4,-5,0,-1,1,-4,7,-5,8.285714285714286,6.0,5.310751512983173,28.20408163265306,2.625,0.7241379310344828,0.27586206896551724,1,1
4564,2020-08-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,8,1,5,1,0,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,0
3065,2020-08-01,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2020,8,1,5,2,0,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306123,1.0,0.5,0.5,1,0
145879,2019-06-01,5.0,1.0,1.0,4.0,2.0,1.0,0.0,0,0,0,0,1,3,0,1,1,5,1,0,0,0,0,1,0,1,2019,6,1,5,14,427,8,1,1.0,1.0,1.4142135623730951,2.0,5,4,1,0,1,1.0,0.07142857142857142,13.197445334487984,0,0,0,0,1,0,0,0,0,1,2,-3,1,0,4,-4,-1,0,0,0,1,-1,1,4,-4,2.0,1.0,1.6903085094570331,2.857142857142857,13.0,0.9285714285714286,0.07142857142857142,1,0
263385,2020-03-01,2.0,7.0,0.0,1.0,0.0,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,2,2020,3,1,6,14,153,4,1,3.0,3.0,2.5495097567963922,6.5,6,1,1,1,0,0.6666666666666666,0.14285714285714285,22.39424141749723,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,-6,1,1,5,-6,2.0,1.0,2.2677868380553634,5.142857142857143,2.5,0.7142857142857143,0.2857142857142857,1,1
173908,2020-08-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,8,1,5,1,0,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,1
119247,2019-06-01,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019,6,1,5,3,427,2,1,0.14285714285714285,0.0,0.5150787536377127,0.2653061224489795,2,13,1,0,0,7.0,0.3333333333333333,22.39424141749723,0,1,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-2,0.42857142857142855,0.0,0.7284313590846835,0.5306122448979591,0.0,1.0,0.0,0,1
206,2019-05-01,0.0,2.0,1.0,5.0,1.0,1.0,2.0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,2,1,2,2019,5,1,2,12,458,10,1,0.6666666666666666,1.0,0.5962847939999439,0.35555555555555557,2,3,1,1,1,3.0,0.16666666666666666,9.216780238500851,0,0,0,0,0,1,0,1,-1,0,1,0,0,-1,1,0,-1,0,0,1,1,-1,1,1,-1,1.7142857142857142,1.0,1.4846149779161804,2.2040816326530606,3.0,0.75,0.25,1,0
315857,2020-06-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,6,1,0,1,61,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,0
125298,2019-02-01,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2019,2,1,4,4,547,4,1,0.2,0.0,0.4,0.16000000000000003,1,9,1,0,0,5.0,0.25,13.197445334487984,0,0,0,0,1,0,0,1,-1,0,0,0,0,0,0,0,0,1,-1,1,-1,0,1,1,-1,0.5714285714285714,0.0,0.7284313590846835,0.5306122448979591,0.0,1.0,0.0,0,0
2825,2019-02-01,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2019,2,1,4,5,547,4,1,0.25,0.0,0.5590169943749475,0.3125,2,11,1,0,0,4.0,0.2,9.216780238500851,0,0,0,0,0,1,1,0,-1,0,2,-2,0,0,0,0,0,0,0,0,0,0,1,2,-2,0.7142857142857143,1.0,0.6998542122237651,0.48979591836734687,0.0,1.0,0.0,0,1
226634,2020-02-01,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2020,2,1,5,6,182,4,1,0.6666666666666666,0.5,0.74535599249993,0.5555555555555557,2,3,1,1,1,3.0,0.3333333333333333,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,0,1,-1,0.8571428571428571,1.0,0.8329931278350428,0.6938775510204079,5.0,0.8333333333333334,0.16666666666666666,1,0
292110,2020-07-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,7,1,2,1,31,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,0
138479,2019-05-01,3.0,5.0,1.0,11.0,1.0,4.0,6.0,0,0,0,2,1,1,2,2,3,3,1,3,7,1,3,1,0,1,2019,5,1,2,31,458,14,1,2.142857142857143,2.0,1.64130361329658,2.693877551020409,7,1,1,0,1,0.4666666666666667,0.03225806451612903,13.197445334487984,0,0,0,0,1,0,0,0,2,-1,0,1,0,1,0,-2,2,4,-6,2,-2,-1,1,4,-6,4.428571428571429,4.0,3.2007652146297256,10.244897959183673,2.1,0.6774193548387096,0.3225806451612903,1,1
869,2020-02-01,0.0,1.0,1.0,2.0,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1,1,2020,2,1,5,8,182,6,1,1.1666666666666667,1.0,0.8975274678557507,0.8055555555555555,3,1,1,1,1,0.8571428571428571,0.125,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,-3,1,0,0,0,0,3,-3,1.1428571428571428,1.0,0.989743318610787,0.9795918367346939,7.0,0.875,0.125,1,0
331081,2020-07-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,7,1,2,1,31,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,1
120583,2019-09-01,2.0,2.0,1.0,4.0,0.0,7.0,2.0,0,0,0,0,0,0,1,3,2,1,0,3,2,1,0,3,1,1,2019,9,1,6,18,335,10,1,1.5454545454545454,1.0,1.0756508696544755,1.1570247933884297,3,1,1,1,1,0.6470588235294118,0.05555555555555555,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,1,2,-1,-1,-1,3,-1,-1,-1,3,-2,0,3,-2,2.5714285714285716,2.0,2.1285234893930487,4.53061224489796,1.0,0.5,0.5,1,0
4120,2019-05-01,1.0,2.0,1.0,0.0,1.0,1.0,2.0,0,0,1,1,0,1,0,2,0,1,0,0,0,0,0,0,0,2,2019,5,1,2,8,458,6,1,0.4,0.0,0.6110100926607788,0.3733333333333334,2,7,1,0,0,5.0,0.25,9.216780238500851,0,0,0,0,0,1,0,1,0,-1,1,-1,2,-2,1,-1,0,0,0,0,0,0,2,2,-2,1.1428571428571428,1.0,0.6388765649999398,0.4081632653061224,1.6666666666666667,0.625,0.375,1,0
25971,2020-08-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,8,1,5,1,0,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,0
322223,2020-07-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,7,1,2,1,31,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,0
1194,2020-04-01,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2020,4,1,2,4,122,3,1,0.75,0.5,0.82915619758885,0.6875,2,2,1,0,0,1.3333333333333333,0.25,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,0,1,2,-1,0.5714285714285714,0.0,0.7284313590846836,0.5306122448979592,3.0,0.75,0.25,1,0
9406,2019-03-01,28.0,31.0,29.0,43.0,11.0,25.0,16.0,0,9,18,34,29,7,12,18,10,2,2,0,1,8,16,5,9,3,2019,3,1,4,183,519,16,1,11.25,9.0,9.4505290857179,89.3125,34,1,1,1,1,0.26666666666666666,0.01639344262295082,13.197445334487984,0,0,0,0,1,0,9,9,16,-5,-22,5,6,-8,-8,0,-2,1,7,8,-11,4,-6,16,-22,26.142857142857142,28.0,9.657396446374612,93.265306122449,3.4634146341463414,0.7759562841530054,0.22404371584699453,1,0
2205,2020-08-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,8,1,5,1,0,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,0
326431,2020-07-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,7,1,2,1,31,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,0
182773,2020-08-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,8,1,5,1,0,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,1.0,0.0,0,0
6253,2019-06-01,1.0,1.0,3.0,0.0,0.0,2.0,1.0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,1,1,2019,6,1,5,8,427,7,1,0.5,0.0,0.6267831705280087,0.39285714285714285,2,4,1,1,0,2.0,0.125,13.197445334487984,0,0,0,0,1,0,0,0,2,-1,-1,0,0,0,1,0,-1,0,0,1,-1,1,0,2,-1,1.1428571428571428,1.0,0.989743318610787,0.9795918367346939,1.6666666666666667,0.625,0.375,1,1
180712,2019-09-01,1.0,2.0,0.0,1.0,0.0,1.0,3.0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,2019,9,1,6,8,335,8,1,0.7,1.0,0.45825756949558405,0.21000000000000002,1,1,1,0,1,1.4285714285714286,0.125,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,1,0,0,0,-1,1,1,-1,1.1428571428571428,1.0,0.989743318610787,0.9795918367346939,1.0,0.5,0.5,1,1
3662,2020-02-01,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,1,2020,2,1,5,6,182,4,1,0.8333333333333334,0.5,0.8975274678557507,0.8055555555555555,2,2,1,0,1,1.2,0.16666666666666666,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-2,0,2,-2,1,2,-2,0.8571428571428571,1.0,0.8329931278350428,0.6938775510204079,1.0,0.5,0.5,1,0
4817,2020-07-01,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2020,7,1,2,6,31,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0.8571428571428571,0.0,2.099562636671296,4.408163265306123,0.0,1.0,0.0,0,0
195478,2019-10-01,2.0,7.0,2.0,7.0,5.0,7.0,5.0,0,0,0,0,0,0,0,2,4,3,8,5,4,1,5,2,0,1,2019,10,1,1,35,305,10,1,3.4,3.5,2.1999999999999997,4.839999999999999,8,1,1,0,1,0.29411764705882354,0.02857142857142857,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,2,2,-1,5,-3,-1,-3,4,-3,-2,1,5,-3,5.0,5.0,2.0701966780270626,4.285714285714286,1.9166666666666667,0.6571428571428571,0.34285714285714286,1,0
217073,2019-12-01,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2019,12,1,6,3,244,3,1,0.3333333333333333,0.0,0.47140452079103173,0.2222222222222223,1,4,1,0,0,3.0,0.3333333333333333,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,1,-1,0.42857142857142855,0.0,0.4948716593053935,0.24489795918367346,0.0,1.0,0.0,0,0
8109,2019-03-01,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2019,3,1,4,4,519,4,1,0.3,0.0,0.45825756949558394,0.20999999999999996,1,4,1,0,0,3.3333333333333335,0.25,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,0,1,-1,1,-1,0,0,0,1,1,-1,0.5714285714285714,1.0,0.4948716593053935,0.24489795918367346,0.0,1.0,0.0,0,0
3299,2020-01-01,5.0,19.0,5.0,23.0,2.0,18.0,12.0,0,0,0,0,0,0,0,0,0,0,0,10,5,10,11,28,15,5,2020,1,1,2,84,213,7,1,13.166666666666666,10.5,7.243771270700243,52.47222222222222,28,0,1,1,1,0.379746835443038,0.05952380952380952,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,-5,5,1,17,-13,-10,17,-13,12.0,12.0,7.596991885890475,57.714285714285715,1.8,0.6428571428571429,0.35714285714285715,1,0
215352,2020-02-01,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,2020,2,1,5,9,182,6,1,1.4,1.0,0.4898979485566356,0.24,2,0,1,1,1,1.4285714285714286,0.2222222222222222,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,1,2,-1,1.2857142857142858,2.0,1.1605769149479945,1.3469387755102045,0.0,1.0,0.0,0,0
3782,2018-12-01,1.0,1.0,1.0,0.0,0.0,3.0,3.0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,2018,12,1,5,9,609,9,2,0.8888888888888888,1.0,0.3142696805273545,0.09876543209876544,1,1,0,1,1,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,0,-1,1,-1,1.2857142857142858,1.0,1.1605769149479943,1.346938775510204,0.5,0.3333333333333333,0.6666666666666666,1,0
178332,2019-09-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2019,9,1,6,1,335,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,1
4618,2019-11-01,2.0,5.0,0.0,4.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,1,1,1,1,2019,11,1,4,14,274,10,1,1.4444444444444444,1.0,0.4969039949999533,0.2469135802469136,2,0,1,1,1,0.6923076923076923,0.07142857142857142,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,-1,0,0,0,0,1,-1,2.0,1.0,1.6903085094570331,2.857142857142857,6.0,0.8571428571428571,0.14285714285714285,1,1
22324,2020-08-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,8,1,5,1,0,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,0
4204,2020-01-01,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,2020,1,1,2,6,213,6,1,0.7142857142857143,1.0,0.4517539514526256,0.2040816326530612,1,1,1,0,1,1.4,0.16666666666666666,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,-1,1,1,-1,0.8571428571428571,0.0,1.124858267715973,1.2653061224489797,1.0,0.5,0.5,1,0
24778,2020-08-01,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,8,1,5,1,0,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.3499271061118826,0.12244897959183676,0.0,0.0,1.0,1,0
281936,2020-04-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,4,1,2,1,122,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,13.197445334487984,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,1
2458,2020-03-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2020,3,1,6,2,153,2,5,1.0,1.0,0.0,0.0,1,0,0,0,0,0.0,0.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,-1,0.2857142857142857,0.0,0.45175395145262565,0.20408163265306126,0.0,1.0,0.0,0,0
4841,2020-08-01,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2020,8,1,5,1,0,1,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1.0,9.216780238500851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14285714285714285,0.0,0.34992710611188266,0.12244897959183677,0.0,1.0,0.0,0,1
